"Indice"	"Edad"	"Intervalo Edad"	"Nivel de Estudios"
"166"	27.0435871364213	39.2022828376002	"De 18 a 44"	"Est. Universitarios"
"167"	29.1738495429006	40.2508853507273	"De 18 a 44"	"Est. Universitarios"
"168"	15.3726955466532	62.7024996274313	"De 61 a 64"	"Est. Universitarios"
"169"	16.1602615433173	64.4419992784955	"De 61 a 64"	"Est. Universitarios"
"170"	51.5668676466374	45.5849603580263	"De 45 a 49"	"Est. Secudarios"
"171"	57.6973961403919	46.9094002163511	"De 45 a 49"	"Est. Secudarios"
"172"	56.7006525967992	54.0439098062654	"De 55 a 60"	"Est. Secudarios"
"173"	38.9246862322224	59.767723411146	"De 55 a 60"	"Est. Universitarios"
"174"	30.4754429536071	63.1257428482822	"De 61 a 64"	"Est. Universitarios"
"175"	22.5837656794404	42.0394936972569	"De 18 a 44"	"Est. Universitarios"
"176"	10.2787833411255	54.6815999743999	"De 55 a 60"	"Est. Universitarios"
"177"	51.3341967535225	49.9605461273172	"De 45 a 49"	"Est. Secudarios"
"178"	44.8901030491528	49.5627235814995	"De 45 a 49"	"Est. Secudarios"
"179"	41.0845654966227	63.5393182941861	"De 61 a 64"	"Est. Secudarios"
"180"	33.2612977248542	52.9935753261121	"De 50 a 54"	"Est. Universitarios"
"181"	24.9384792878231	60.7213573556907	"De 61 a 64"	"Est. Universitarios"
"182"	3.22469501368729	61.2296339397312	"De 61 a 64"	"Est. Universitarios"
"183"	38.6865296860776	59.8845867209149	"De 55 a 60"	"Est. Universitarios"
"184"	31.5387115529063	38.6779621951957	"De 18 a 44"	"Est. Universitarios"
"185"	30.4530429620543	44.5312966714291	"De 45 a 49"	"Est. Universitarios"
"186"	59.7200072946675	58.8333680008435	"De 55 a 60"	"Est. Secudarios"
"187"	91.9375210361239	43.3957312469993	"De 18 a 44"	"Est. Primarios"
"188"	30.9959221636404	58.2751239826398	"De 55 a 60"	"Est. Universitarios"
"189"	45.6998008130189	41.4709617417031	"De 18 a 44"	"Est. Secudarios"
"190"	57.3808121759604	48.3499036291452	"De 45 a 49"	"Est. Secudarios"
"191"	70.1172534371768	53.8365003414314	"De 50 a 54"	"Est. Primarios"
"192"	49.0296063413273	38.1792478102195	"De 18 a 44"	"Est. Secudarios"
"193"	70.8818221378464	44.571017299077	"De 45 a 49"	"Est. Primarios"
"194"	24.2578066985415	49.3324787393697	"De 45 a 49"	"Est. Universitarios"
"195"	51.2281957407089	61.2392694146477	"De 61 a 64"	"Est. Secudarios"
"196"	69.5154740158183	52.4813405074565	"De 50 a 54"	"Est. Primarios"
"197"	95.7402859014906	39.5656800866935	"De 18 a 44"	"Est. Primarios"
"198"	16.3742363898763	38.6136629682594	"De 18 a 44"	"Est. Universitarios"
"199"	25.9752837721359	57.1226083954469	"De 55 a 60"	"Est. Universitarios"
"200"	60.8541400048747	58.3659681551181	"De 55 a 60"	"Est. Secudarios"
